"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"847","23262","E1655","Eating Place Retail Dispenser (Malt)","Active","FRANKIES EXTRA LONG, INC.","FRANKIES EXTRA LONG, INC.","3535 BUTLER ST, PITTSBURGH PA 15201-1314","3535 BUTLER ST, PITTSBURGH PA 15201-1314",NA,"LEANN G ZENK","Allegheny County","Pittsburgh","Apr 9,2025","May 31,2026",-79.9658631,40.4649888
"848","116506","G54190","Brewery","Active","HAZEL GROVE BREWING COMPANY","HAZEL GROVE BREWING","4609 IRVINE ST, PITTSBURGH PA 15207","1690 SWANSON LANE, PITTSBURGH PA 15241","MOREWOOD FRIENDS HOLDINGS LLC","BARBARA L HARTMAN","Allegheny County","Pittsburgh","Jan 16,2025","Dec 31,2025",-79.9453493,40.4142211
"849","87891","GA35241","Grain Alcohol","Active","ILANA RINGLER","ILANA RINGLER","5514 BARTLETT ST, PITTSBURGH PA 15217","5514 BARTLETT ST, PITTSBURGH PA 15217",NA,NA,"Allegheny County","Pittsburgh","Aug 8,2017",NA,-79.9298837,40.4352333
"850","90721","GA36706","Grain Alcohol","Active","MARYLOU RICHTER","MARYLOU RICHTER","2510 HOLLYWOOD DR, PITTSBURGH PA 15235","2510 HOLLYWOOD DR, PITTSBURGH PA 15235",NA,NA,"Allegheny County","Churchill","Jan 23,2018",NA,-79.8515815,40.4510399
"851","94374","GA39295","Grain Alcohol","Active","DAVID J MORGAN","DAVID J MORGAN","405 NORTHERN PIKE, PITTSBURGH PA 15235","405 NORTHERN PIKE, PITTSBURGH PA 15235",NA,NA,"Allegheny County","Wilkins Twp","Aug 24,2018",NA,-79.8099288,40.4400902
"852","98287","GA41934","Grain Alcohol","Active","JESSE CRONCE","JESSE CRONCE","225 PENHURST DR, PITTSBURGH PA 15235","225 PENHURST DR, PITTSBURGH PA 15235",NA,NA,"Allegheny County","Wilkins Twp","May 22,2019",NA,-79.8191093,40.4288253
"853","68081","H5990","Hotel (Liquor)","Active","DJONT/JPM HOSP LEASING (SPE) LLC","COURTYARD BY MARRIOTT","100 LYTTON AVE, PITTSBURGH PA 15213-1444","100 LYTTON AVE, PITTSBURGH PA 15213-1444",NA,"COLEMAN P HUGHES","Allegheny County","Pittsburgh","Apr 2,2025","May 31,2026",-79.9546865,40.4461088
"854","108631","H50204","Hotel (Liquor)","Active","CROWN SOUTH-HILLS OWNER LLC","CROWN PLAZA HOTEL & SUITES PITTSBURGH SOUTH","164 FORT COUCH RD BETHEL PARK, PITTSBURGH PA 15241-1032","164 FORT COUCH RD BETHEL PARK, PITTSBURGH PA 15241-1032","CROWN SOUTH-HILLS OWNER LLC","ERIC MICHAEL SATINA","Allegheny County","Bethel Park","Mar 20,2025","May 31,2026",-80.052636,40.3458918
"855","127596","H59912","Hotel (Liquor)","Active","VISTA MYRTLE BEACH HOTEL LP","RESIDENCE INN BY MARRIOTT","3455 WILLIAM PENN HWY, PITTSBURGH PA 15235-5431","2-8 HAWLEY ST, BINGHAMTON NY 13901-3114","VISTA MYRTLE BEACH HOTEL LP","ROBERT F SIPEL","Allegheny County","Wilkins Twp","May 29,2025","May 31,2026",-79.8115223,40.4315658
"856","88000","H37963","Hotel (Liquor)","Active","SUMMIT HOTEL TRS 139 LLC","COURTYARD PITTSBURGH","945 PENN AVE, PITTSBURGH PA 15222-3802","945 PENN AVE, PITTSBURGH PA 15222-3802",NA,"CHRISTOPHER G BURKE","Allegheny County","Pittsburgh","Mar 21,2025","May 31,2026",-79.9965348,40.4444378
"857","95737","I41496","Importer","Active","REFUCILO, LLC","REFUCILO","907 WESTERN AVE, PITTSBURGH PA 15233","907 WESTERN AVE, PITTSBURGH PA 15233","OLD ALLEGHENY CAPITAL LLC","JUAN A LORA","Allegheny County","Pittsburgh","Apr 29,2024","Jun 30,2025",-80.0167501,40.4517197
"858","117734","IA54093","Transporter for Hire Class A","Active","GIANT EAGLE INC","GIANT EAGLE INC","101 KAPPA DR, PITTSBURGH PA 15238-2809","101 KAPPA DR, PITTSBURGH PA 15238-2809",NA,NA,"Allegheny County","Ohara Twp","Nov 21,2024","Dec 31,2025",-79.8696461,40.5090959
"859","8617","ID765","Importing Distributor (Malt)","Active","WILSON-MCGINLEY, INC.","WILSON-MCGINLEY, INC.","123 36TH ST, PITTSBURGH PA 15201-1900","123 36TH ST, PITTSBURGH PA 15201-1900",NA,"JOHN R MCGINLEY JR","Allegheny County","Pittsburgh","Feb 3,2025","May 31,2026",-79.9669074,40.4672876
"860","64392","ID413","Importing Distributor (Malt)","Active","PENN HILLS LUCKY BEER INC","PENN HILLS LUCKY BEER INC","2790 ROBINSON BLVD, PITTSBURGH PA 15235-1458","2790 ROBINSON BLVD, PITTSBURGH PA 15235-1458",NA,"CHANG YU CHEN","Allegheny County","Penn Hills Twp","May 27,2025","May 31,2026",-79.8656023,40.4602313
"861","83248","J32443","Bailee For Hire","Active","TALON LOGISTICS INC","TALON LOGISTICS INC","735-755 BEECHNUT DR, PITTSBURGH PA 15205-1803","101 KAPPA DR, PITTSBURGH PA 15238-2809","GIANT EAGLE INC","BARBARA A STEFKO","Allegheny County","Pittsburgh","Nov 21,2024","Dec 31,2025",-80.0828614,40.4514418
"862","113888","J52537","Bailee For Hire","Active","PITTSBURGH SPIRITS LLC","PITTSBURGH SPIRITS LLC","1275 WELSER WAY, PITTSBURGH PA 15212-4272","1275 WELSER WAY, PITTSBURGH PA 15212-4272",NA,NA,"Allegheny County","Pittsburgh","Sep 19,2024","Dec 31,2025",-79.9891713,40.4601718
"863","104550","LK46205","Limited Winery","Active","ALCHEMY FOODS LLC","BOCADILLOS BAR","2827 CALIFORNIA AVE, PITTSBURGH PA 15212-2502","2827 CALIFORNIA AVE, PITTSBURGH PA 15212-2502","TZVETANKA GINTCHEVA","TZVETANKA GINTCHEVA","Allegheny County","Pittsburgh","Nov 21,2024","Dec 31,2025",-80.0360547,40.4695349
"864","9054","P20","Public Service (Liquor)","Active","GATEWAY CLIPPER INC","MOTOR VESSEL EMPRESS","350 W STATION SQ DR, PITTSBURGH PA 15219-1120","350 W STATION SQ DR, PITTSBURGH PA 15219-1120",NA,"PAMELA WIRGINIS","Allegheny County","Pittsburgh","Dec 6,2024","Dec 31,2025",-80.0077044,40.4354713
"865","9088","PAF9","Performing Arts Facility","Active","PITTSBURGH CULTURAL TRUST","BENEDUM CENTER FOR THE PERFORMING ARTS","719 LIBERTY AVE, PITTSBURGH PA 15222-3504","719 LIBERTY AVE, PITTSBURGH PA 15222-3504",NA,"JOSEPH M STEINER","Allegheny County","Pittsburgh","Jun 6,2025","May 31,2026",-79.9991789,40.4428806
"866","60673","PV105","Public Venue Restaurant","Active","SOLDIERS & SAILORS MEMORIAL HALL & MUSEUM TRUST INC","SOLDIERS & SAILORS MEMORIAL HALL & MUSEUM TRUST INC","4141 5TH AVE, PITTSBURGH PA 15213-3547","4141 5TH AVE, PITTSBURGH PA 15213-3547",NA,"AMBER M MCBRIDE","Allegheny County","Pittsburgh","Mar 5,2025","May 31,2026",-79.9564216,40.4450333
"867","67660","R9960","Restaurant (Liquor)","Active","NICKYS THAI KITCHEN III INC","NICKYS THAI KITCHEN III INC","903 PENN AVE, PITTSBURGH PA 15222","903 PENN AVE, PITTSBURGH PA 15222","ALSAB LIMITED PARTNERSHIP LP","THAWAT MANKIT","Allegheny County","Pittsburgh","Mar 5,2025","May 31,2026",-79.9982139,40.4439139
"868","94119","R4028","Restaurant (Liquor)","Active","IL RISTORANTE LLC","IL RISTORANTE LLC","91 FORT COUCH RD BETHEL PARK, PITTSBURGH PA 15241-1033","91 FORT COUCH RD BETHEL PARK, PITTSBURGH PA 15241-1033","DAVID AND ALICIA DELALLO","JOHN C MAYERCHAK","Allegheny County","Bethel Park","Feb 10,2025","May 31,2026",-80.052201,40.3390064
"869","72302","R9185","Restaurant (Liquor)","Active","RADSTAGE LLC","RADSTAGE LLC","5024 CURRY RD, PITTSBURGH PA 15236-2567","5024 CURRY RD, PITTSBURGH PA 15236-2567","RADSTAGE REALTY LLC","AMANDA MAHAFFEY","Allegheny County","Baldwin","Mar 21,2025","May 31,2026",-79.996531,40.3500597
"870","59220","R6750","Restaurant (Liquor)","Active","ALL STAR SPORTS BAR & GRILL LLC","ALL STAR SPORTS BAR & GRILL LLC","6300 ROBINSON CENTER DR, PITTSBURGH PA 15205-4861","6300 ROBINSON CENTER DR, PITTSBURGH PA 15205-4861",NA,"JEFFREY A BUTYA","Allegheny County","Robinson Twp","Feb 7,2025","May 31,2026",-80.1605569,40.4536991
"871","54389","R6723","Restaurant (Liquor)","Active","RMDS, INC.","RMDS, INC.","5801 ELLSWORTH AVE, PITTSBURGH PA 15232-1707","5801 ELLSWORTH AVE, PITTSBURGH PA 15232-1707",NA,"RALPH MORROW","Allegheny County","Pittsburgh","Apr 3,2025","May 31,2026",-79.934774,40.4536866
"872","70145","R14416","Restaurant (Liquor)","Active","RED LOBSTER RESTAURANTS LLC","RED LOBSTER #6305","6150 ROBINSON CENTER DR, PITTSBURGH PA 15205-4860","6150 ROBINSON CENTER DR, PITTSBURGH PA 15205-4860",NA,"JOSEPH BOZIC","Allegheny County","Robinson Twp","Apr 8,2025","May 31,2026",-80.1605016,40.4513275
"873","101097","R19647","Restaurant (Liquor)","Active","NUMBERS LOUNGE LLC","NUMBERS LOUNGE LLC","11752 FRANKSTOWN RD, PITTSBURGH PA 15235-3433","11752 FRANKSTOWN RD, PITTSBURGH PA 15235-3433","SANDRA  POWERS","CHRISTINA CRADDOCK","Allegheny County","Penn Hills Twp","Apr 3,2025","May 31,2026",-79.8245832,40.468065
"874","72554","R14342","Restaurant (Liquor)","Active","DINERBARNS INC","DINERBARNS INC","4701 CAMPBELLS RUN RD, PITTSBURGH PA 15205-1317","204 FIFTH AVE BUHL BLDG 5TH FLOOR, PITTSBURGH PA 15222-2706",NA,"JOHN LARKIN","Allegheny County","Robinson Twp","Mar 27,2025","May 31,2026",-80.1350424,40.4306954
"875","60661","R9893","Restaurant (Liquor)","Active","CAPRI PIZZERIA INC","CAPRI PIZZERIA INC","6001 PENN AVE, PITTSBURGH PA 15206-3922","6001 PENN AVE, PITTSBURGH PA 15206-3922","6001 PENN AVENUE LLC","KEVIN M WEAVER","Allegheny County","Pittsburgh","Mar 11,2025","May 31,2026",-79.9245439,40.461653
"876","65919","R12646","Restaurant (Liquor)","Active","DAMBURG WHEELFISH LLC","DAMBURG WHEELFISH LLC","635 SANGREE RD, PITTSBURGH PA 15237-3931","635 SANGREE RD, PITTSBURGH PA 15237-3931",NA,"PATRICK BAXTER","Allegheny County","Ross Twp","Mar 10,2025","May 31,2026",-79.9913788,40.5393176
"877","56393","R16455","Restaurant (Liquor)","Active","MORTONS OF CHICAGO/PITTSBURGH LLC","MORTONS OF CHICAGO/PITTSBURGH LLC","625 LIBERTY AVE STE 180, PITTSBURGH PA 15222-3111","625 LIBERTY AVE STE 180, PITTSBURGH PA 15222-3111",NA,"LISA LEWIS","Allegheny County","Pittsburgh","Mar 6,2025","May 31,2026",-80.0009554,40.4424701
"878","105561","R16522","Restaurant (Liquor)","Active","FATSA LLC","FATSA LLC","3811 BUTLER ST, PITTSBURGH PA 15201","3811 BUTLER ST, PITTSBURGH PA 15201","CLAIRE GROSS","EVREN KARABACAK","Allegheny County","Pittsburgh","Mar 11,2025","May 31,2026",-79.9642482,40.4672401
"879","92531","R12201","Restaurant (Liquor)","Active","STOYBROS LLC","THE VILLAGE TAPHOUSE","1778 N HIGHLAND RD, PITTSBURGH PA 15241-1206","1778 N HIGHLAND RD, PITTSBURGH PA 15241-1206","PAT ANG INC","JONAS E STOYANOFF","Allegheny County","Bethel Park","May 19,2025","May 31,2026",-80.0518988,40.3493795
"880","127300","R12824","Restaurant (Liquor)","Active","GETGO OPERATING LLC","GETGO #3106","408 PENN AVE, PITTSBURGH PA 15221-2136","408 PENN AVE, PITTSBURGH PA 15221-2136","ECHO GETGO PARTNERS 2004 LP","DEONNA V B SWANSON","Allegheny County","Wilkinsburg","Apr 8,2025","May 31,2026",-79.8894442,40.4449622
"881","68822","R778","Restaurant (Liquor)","Active","960 PENN LLC","TABLE TEN KITCHEN","960 PENN AVE STE 115, PITTSBURGH PA 15222-3818","960 PENN AVE STE 115, PITTSBURGH PA 15222-3818","960 COSTA LLC","JUSTIN A PISANO","Allegheny County","Pittsburgh","Apr 11,2025","May 31,2026",-79.9959987,40.4442131
"882","47377","R10447","Restaurant (Liquor)","Active","TIKI LOUNGE, INC.","TIKI LOUNGE, INC.","2003 E CARSON ST, PITTSBURGH PA 15203-1901","PO BOX 81927, PITTSBURGH PA 15217-1927",NA,"DAVID J CORDELL","Allegheny County","Pittsburgh","Apr 9,2025","May 31,2026",-79.9773733,40.4287795
"883","120612","R10098","Restaurant (Liquor)","Active","FAT FRIDAY 2 LLC","BROWNSVILLE BEER OUTLET","1303 BROWNSVILLE RD, PITTSBURGH PA 15210","1303 BROWNSVILLE RD, PITTSBURGH PA 15210","MIYAN ASSOCIATES LLC","NAVNEET KAUR","Allegheny County","Pittsburgh","May 28,2025","May 31,2026",-79.9892552,40.4027432
"884","69687","R19646","Restaurant (Liquor)","Active","JJ & LBJ LLC","RODI LOUNGE","604 TULIP RD, PITTSBURGH PA 15235-0462","604 TULIP RD, PITTSBURGH PA 15235-0462",NA,"HARRIET HARTLE","Allegheny County","Penn Hills Twp","May 20,2025","May 31,2026",-79.8277046,40.4495548
"885","39510","R7042","Restaurant (Liquor)","Active","B T WOODLIPP LLC","APPLEBEE'S NEIGHBORHOOD GRILL & BAR","3440 WILLIAM PENN HWY, PITTSBURGH PA 15235-5413","3440 WILLIAM PENN HWY, PITTSBURGH PA 15235-5413",NA,"LINDSEY M CERILLI","Allegheny County","Wilkins Twp","Mar 3,2025","May 31,2026",-79.811052,40.4293741
"886","119788","R7596","Restaurant (Liquor)","Active","MES HOSPITALITY LLC","SOLERA WINE CO.","4839 BUTLER ST, PITTSBURGH PA 15201-2717","4839 BUTLER ST, PITTSBURGH PA 15201-2717","RICHARD PEREZ AND  ALVARO MATUS","JONATHAN T BORNE","Allegheny County","Pittsburgh","Mar 20,2025","May 31,2026",-79.9571831,40.4770686
"887","126415","R9750","Restaurant (Liquor)","Active","SUSHI I LLC","SUSHI I","245 FOURTH AVE, PITTSBURGH PA 15222","245 FOURTH AVE, PITTSBURGH PA 15222","J&R HOLDING LLC","JASON S HU","Allegheny County","Pittsburgh","May 30,2025","May 31,2026",-80.0015927,40.4396478
"888","108772","R13064","Restaurant (Liquor)","Active","BJ'S WHOLESALE CLUB INC","BJ'S WHOLESALE CLUB INC","6270 NORTHWAY DR, PITTSBURGH PA 15237","6270 NORTHWAY DR, PITTSBURGH PA 15237","CORBETT INVESTORS LLC","PHILIP M SANZONE","Allegheny County","Ross Twp","Feb 28,2025","May 31,2026",-80.0212132,40.5511518
"889","93267","R3495","Restaurant (Liquor)","Active","947 PENN LLC","947 PENN LLC","947 PENN AVE, PITTSBURGH PA 15222-3802","947 PENN AVE, PITTSBURGH PA 15222-3802","SUMMIT HOSPITALITY 139 LLC","WILLIAM SMALLS JR","Allegheny County","Pittsburgh","May 21,2025","May 31,2026",-79.996397,40.4443935
"890","109218","R3378","Restaurant (Liquor)","Active","STEEL CITY GRUB LLC","STEEL CITY GRUB LLC","1216 WOODS RUN AVE, PITTSBURGH PA 15212-2336","1216 WOODS RUN AVE, PITTSBURGH PA 15212-2336","BRYAN K MARSHALL","FELICIA M MARSHALL","Allegheny County","Pittsburgh","Apr 11,2025","May 31,2026",-80.0305705,40.4765799
"891","11062","R3630","Restaurant (Liquor)","Active","BERT'S FTK, LTD","BERT'S FTK, LTD","2037 CENTRE AVE, PITTSBURGH PA 15219-6301","2037 CENTRE AVE, PITTSBURGH PA 15219-6301",NA,"ROBERTA COLE","Allegheny County","Pittsburgh","Mar 3,2025","May 31,2026",-79.9792808,40.4444004
"892","81293","R18340","Restaurant (Liquor)","Active","THAI RED CURRY LLC","RED ORCHID THAI CUISINE","5439 BABCOCK BLVD STE 104-105, PITTSBURGH PA 15237-2486","5439 BABCOCK BLVD STE 104-105, PITTSBURGH PA 15237-2486","BG3 PROPERTIES LLC","KESON KAPLANEK","Allegheny County","Ross Twp","May 27,2025","May 31,2026",-80.0289042,40.5430797
"893","101339","R19449","Restaurant (Liquor)","Active","J & C RESTAURANT GROUP LLC","BRICK & BARREL","599 DORSEYVILLE RD, PITTSBURGH PA 15238","599 DORSEYVILLE RD, PITTSBURGH PA 15238","RMU PROPERTIES LLC","JEFFREY M BRUNGO","Allegheny County","Indiana Twp","Apr 15,2025","May 31,2026",-79.9114377,40.5377333
"894","112562","R2498","Restaurant (Liquor)","Active","MARLEDI LLC","MARLEDI LLC","2302-04 E CARSON ST, PITTSBURGH PA 15203-2110","2302-04 E CARSON ST, PITTSBURGH PA 15203-2110","MARIA L DISTEFANO","KERESTY L KELLY","Allegheny County","Pittsburgh","May 16,2025","May 31,2026",-79.9728175,40.4281517
"895","60723","R8911","Restaurant (Liquor)","Active","PKA HOLDINGS LLC","PKA HOLDINGS LLC","4421-23 BUTLER ST, PITTSBURGH PA 15201-3011","4421-23 BUTLER ST, PITTSBURGH PA 15201-3011",NA,"JESSE L VALENTI","Allegheny County","Pittsburgh","Mar 7,2025","May 31,2026",-79.9734311,40.4796177
"896","120982","R1893","Restaurant (Liquor)","Active","MERC DIESEL LLC","THE PITCH ON BUTLER","4717 BUTLER ST, PITTSBURGH PA 15201-2907","4717 BUTLER ST, PITTSBURGH PA 15201-2907","RICHARD J KRIST JR","BRYAN J MUHA","Allegheny County","Pittsburgh","Mar 21,2025","May 31,2026",-79.9579623,40.4746071
"897","99792","R3227","Restaurant (Liquor)","Active","JJA EAGLE PITTSBURGH LLC","THE EAGLE FOOD & BEER HALL","737 PENN AVE, PITTSBURGH PA 15222",NA,"MCNALLY BONN, LLC","GREGORY K HUERTAS","Allegheny County","Pittsburgh","Mar 4,2025","May 31,2026",-79.9997072,40.4437105
"898","72445","R10026","Restaurant (Liquor)","Active","JJA PITTSBURGH LLC","BAKERSFIELD","938-940 PENN AVE, PITTSBURGH PA 15222-3700","938-940 PENN AVE, PITTSBURGH PA 15222-3700",NA,"SAMANTHA AGNELLO","Allegheny County","Pittsburgh","Mar 4,2025","May 31,2026",-79.9965558,40.4439708
"899","120581","R8513","Restaurant (Liquor)","Active","THE DOG PENN LLC","THE DOG PENN","2614  PENN AVE, PITTSBURGH PA 15222","2614  PENN AVE, PITTSBURGH PA 15222","HULLETT DEVELOPMENT 2614 PENN LLC","TRAVIS J MAY","Allegheny County","Pittsburgh","Apr 15,2025","May 31,2026",-79.9778649,40.4550793
"900","130111","R2978","Restaurant (Liquor)","Active","COCKTAILWERKS LLC","HEY BABE","120 S WHITFIELD ST, PITTSBURGH PA 15206-3806","120 S WHITFIELD ST, PITTSBURGH PA 15206-3806","Y HOTEL LP","DANIELLE N CAIN","Allegheny County","Pittsburgh","Jun 6,2025","May 31,2026",-79.9263728,40.4613336
"901","120027","R20207","Restaurant (Liquor)","Active","NEBO HOSPITALITY LLC","NEBO HOSPITALITY LLC","138 GREEN VALLEY RD, PITTSBURGH PA 15237-1285","138 GREEN VALLEY RD, PITTSBURGH PA 15237-1285","NEBO RESTAURANT HOLDINGS, LLC","BRADLEY L WEIMER","Allegheny County","Ohio Twp","Mar 4,2025","May 31,2026",-80.0694025,40.5320682
"902","105466","R5325","Restaurant (Liquor)","Active","LAXMI OIL CORP","BLOOMFIELD BP","4006 LIBERTY AVE, PITTSBURGH PA 15224","4006 LIBERTY AVE, PITTSBURGH PA 15224","LAXMI OIL CORP","SAMIR N KHAMAR","Allegheny County","Pittsburgh","Apr 4,2025","May 31,2026",-79.9569536,40.462703
"903","15447","R12296","Restaurant (Liquor)","Active","GDH, INC.","GDH, INC.","553 BRUSHTON AVE, PITTSBURGH PA 15208-2260","553 BRUSHTON AVE, PITTSBURGH PA 15208-2260",NA,"GERARD HORSLEY","Allegheny County","Pittsburgh","Apr 9,2025","May 31,2026",-79.8900808,40.4515382
"904","120301","R1944","Restaurant (Liquor)","Active","THE CO Z TAVERN LLC","THE CO Z TAVERN LLC","206 BROWNSVILLE RD MOUNT OLIVER, PITTSBURGH PA 15210-2116","206 BROWNSVILLE RD MOUNT OLIVER, PITTSBURGH PA 15210-2116","FULLHOUSE MANAGEMENT LLC","KATHLEEN M CONLEY","Allegheny County","Mount Oliver","May 7,2025","May 31,2026",-79.9874458,40.4157517
"905","108270","R10337","Restaurant (Liquor)","Active","THE BLIND FOX CIGAR BAR LLC","THE BLIND FOX CIGAR BAR","3011 W LIBERTY AVE DORMONT, PITTSBURGH PA 15216-2401","3011 W LIBERTY AVE DORMONT, PITTSBURGH PA 15216-2401","KETAK 2, LLC","WILLIAM F COYNE","Allegheny County","Dormont","May 27,2025","May 31,2026",-80.036952,40.3928671
"906","64635","R18761","Restaurant (Liquor)","Active","KARDESLER LLC","GENOA PIZZA AND RESTAURANT","109-111 MARKET ST, PITTSBURGH PA 15222-1601","109-111 MARKET ST, PITTSBURGH PA 15222-1601",NA,"HALIL ATABEY","Allegheny County","Pittsburgh","Mar 4,2025","May 31,2026",-80.0040023,40.4388833
"907","106507","R6872","Restaurant (Liquor)","Active","CHEESE CHEESE PIZZA INC","CALIENTE PIZZA & DRAFT HOUSE","288 W STEUBEN ST, PITTSBURGH PA 15205-2500","288 W STEUBEN ST, PITTSBURGH PA 15205-2500","BOGACZ BUILDING TWO LLC","NICOLE M LOHR","Allegheny County","Pittsburgh","Apr 1,2025","May 31,2026",-80.0808289,40.4402832
"908","18072","R16594","Restaurant (Liquor)","Active","W.P.K., INC.","RUSTIC LANTERN","623-625 BUTLER ST ETNA, PITTSBURGH PA 15223-1936","623-625 BUTLER ST ETNA, PITTSBURGH PA 15223-1936",NA,"THOMAS HUCKLE","Allegheny County","Etna","Mar 3,2025","May 31,2026",-79.9471553,40.5027792
"909","48596","R4403","Restaurant (Liquor)","Active","BIDWELL TRAINING CENTER, INC.","BIDWELL TRAINING CENTER, INC.","1815 METROPOLITAN ST, PITTSBURGH PA 15233-2200","1815 METROPOLITAN ST, PITTSBURGH PA 15233-2200",NA,"CYNTHIA TUITE","Allegheny County","Pittsburgh","Jan 28,2025","May 31,2026",-80.0324248,40.4576713
"910","119975","R9794","Restaurant (Liquor)","Active","CAPO'S LLC","CAPO'S","1401 E CARSON ST, PITTSBURGH PA 15203-1511","1401 E CARSON ST, PITTSBURGH PA 15203-1511","1401 E CARSON LLC","STEPHEN A PUSKAR","Allegheny County","Pittsburgh","May 13,2025","May 31,2026",-79.9840043,40.4289742
"911","106143","R18330","Restaurant (Liquor)","Active","3 RIVERS BEER LLC","3 RIVERS BEER LLC","104 BROWNSVILLE RD, PITTSBURGH PA 15210-2114","104 BROWNSVILLE RD, PITTSBURGH PA 15210-2114","104 BROWNSVILLE ROAD, LLC","SHAUNAL E HARRIS","Allegheny County","Mount Oliver","May 20,2025","May 31,2026",-79.9867759,40.4174707
"912","95884","R41919","Restaurant (Liquor)","Active","SHEETZ INC","SHEETZ #253","251 CURRY HOLLOW RD, PITTSBURGH PA 15236","251 CURRY HOLLOW RD, PITTSBURGH PA 15236","STEICO INC","MCKENSI M DYESS","Allegheny County","Pleasant Hills","Mar 12,2025","May 31,2026",-79.9708513,40.3362379
"913","92942","R12212","Restaurant (Liquor)","Active","BLACK DAHLIA LLC","FIG & ASH","514 E OHIO ST, PITTSBURGH PA 15102","514 E OHIO ST, PITTSBURGH PA 15102","OCTOBER REAL ESTATE HOLDINGS LLC","COURTNEY J (AKA CORY) HUGHES","Allegheny County","Pittsburgh","May 30,2025","May 31,2026",-80.0001581,40.4537583
"914","69186","R10393","Restaurant (Liquor)","Active","AREDDY GROUP LLC","AREDDY GROUP LLC","1910 COCHRAN RD BLDG 4, PITTSBURGH PA 15220-1102","1910 COCHRAN RD BLDG 4, PITTSBURGH PA 15220-1102",NA,"JAYME R PILARSKI","Allegheny County","Scott Twp","May 30,2025","May 31,2026",-80.0627021,40.3941286
"915","68813","R5833","Restaurant (Liquor)","Active","DIVE LAWRENCEVILLE INC","DIVE LAWRENCEVILLE INC","5147 BUTLER ST, PITTSBURGH PA 15201-2606","5147 BUTLER ST, PITTSBURGH PA 15201-2606",NA,"CLINT N KUSKIE","Allegheny County","Pittsburgh","Mar 18,2025","May 31,2026",-79.9551045,40.4797005
"916","90533","R6240","Restaurant (Liquor)","Safekeeping","CRAB SHACK ACQUISITION PA LLC","JOE'S CRAB SHACK","226 W STATION SQ DR, PITTSBURGH PA 15219-1160","226 W STATION SQ DR, PITTSBURGH PA 15219-1160","FOREST CITY BESSEMER COURT ASSOCIATES LP","ANTHONY M MUSILLI","Allegheny County","Pittsburgh","Mar 25,2025","May 31,2026",-80.0045772,40.4338374
"917","126224","R10771","Restaurant (Liquor)","Safekeeping","COEN MARKETS INC","COEN MARKETS INC","20 BAILEY AVE, PITTSBURGH PA 15211","1000 PHILADELPHIA ST, CANONSBURG PA 15317-1700","KRIS DARREN BEIL AND KEVIN DAVID BEIL",NA,"Allegheny County","Pittsburgh","Mar 20,2025","May 31,2026",-80.0047996,40.4266461
"918","116868","R10455","Restaurant (Liquor)","Safekeeping","436 @ 1ST & THE BLVD INC","BARRELS ON THE BLVD","436 BOULEVARD OF THE ALLIES, PITTSBURGH PA 15219","436 BOULEVARD OF THE ALLIES, PITTSBURGH PA 15219","IN & OUT ENTERPRISES, LLC",NA,"Allegheny County","Pittsburgh","Jun 2,2025","May 31,2026",-79.9990643,40.4371158
"919","130225","SO60389","Special Occasion Permit","Active","RESURRECTION PARISH","RESURRECTION PARISH","126 FORT COUCH RD, PITTSBURGH PA 15241-1008","126 FORT COUCH RD, PITTSBURGH PA 15241-1008",NA,NA,"Allegheny County","Bethel Park","May 7,2025","Dec 31,2025",-80.0514328,40.3423961
"920","131389",NA,"Brewery Storage","Pending","THE BREW GENTLEMEN BEER COMPANY","BREW GENTLEMEN SHORE THING","ALLEGHENY LANDING PARK, 2 FEDERAL ST, PITTSBURGH PA 15212-","512 BRADDOCK AVE, BRADDOCK PA 15104-1806",NA,NA,"Allegheny County","Pittsburgh",NA,NA,-80.003358,40.4469743
"921","110244","R14203","Restaurant (Liquor)","Pending","PARKHURST DINING LLC","RED RING RESTAURANT","1015 FORBES AVE, PITTSBURGH PA 15219","1015 FORBES AVE, PITTSBURGH PA 15219",NA,NA,"Allegheny County","Pittsburgh",NA,"May 31,2022",-79.9905141,40.4382113
"922","130717","C2412","Club (Liquor)","Pending","10 PENN INC","10 PENN INC","123 7TH ST, PITTSBURGH PA 15222-3403","210 10TH ST, PITTSBURGH PA 15222",NA,NA,"Allegheny County","Pittsburgh",NA,"May 31,2025",-80.0003438,40.4440719
"923","130142","D2570","Distributor (Malt)","Pending","DK BEERS LLC","DK BEERS LLC","3550 CLAIRTON BLVD, PITTSBURGH PA 15227-2720","3550 CLAIRTON BLVD, PITTSBURGH PA 15227-2720","GOODPASTOR PROPERTY LLC","KIRAN DAHAL","Allegheny County","Brentwood",NA,"May 31,2026",-79.9822917,40.3719316
"924","111893","R10874","Restaurant (Liquor)","Pending","JANE ST INVESTORS LLC","BAILEY'S","133 S 23RD ST, PITTSBURGH PA 15203-2275","420 AUGUSTA ST, PITTSBURGH PA 15203",NA,NA,"Allegheny County","Pittsburgh",NA,"May 31,2022",-79.9729784,40.4266178
