LID,License Number,License Type,Status,Licensee,Premises,Premises Address,Premises Mailing Address,Premises Owner,Premises Manager,County,Municipality,Last Issue Date,Expiration Date
115723,G53095,Brewery,Safekeeping,WOODHAVEN BREWING CO,WOODHAVEN BREWING CO,"749 MILL RD, SCHELLSBURG PA 15559-7384","749 MILL RD, SCHELLSBURG PA 15559-7384",BDKELLER LLC,BRYN A KELLER,Bedford County,Napier Twp,"Sep 17,2024","Dec 31,2025"
72671,G32457,Brewery,Active,VAULT BREWING COMPANY LLC,VAULT BREWING COMPANY LLC,"19 W COLLEGE AVE, YARDLEY PA 19067-1516","13202 CORNERSTONE DR, YARDLEY PA 19067-7942",,SCOTT A BURNEY,Bucks County,Yardley,"Dec 31,2024","Dec 31,2025"
98960,G43497,Brewery,Active,HALF BARREL BREWING COMPANY,HALF BARREL BREWING COMPANY,"750 EVERGREEN RD, LEHIGHTON PA 18235","750 EVERGREEN RD, LEHIGHTON PA 18235",TIMOTHY M WAGNER & HOLLY M WAGNER,HOLLY M WAGNER,Carbon County,Franklin Twp,"Nov 1,2024","Dec 31,2025"
93229,G38505,Brewery,Active,DEVOUT BREWING LLC,DEVOUT BREWING LLC,"1301 PONTIAC CRT UNIT 101 BLDG 1, EXPORT PA 15632","1301 PONTIAC CRT UNIT 101 BLDG 1, EXPORT PA 15632",WEAVER INVESTMENTS INC,MATTHEW K JOSEPH,Westmoreland County,PENN TWP,"Oct 28,2024","Dec 31,2025"
106659,GA47420,Grain Alcohol,Active,PATRICK KEITER,PATRICK KEITER,"41 MAIN ST APT 206, BRADFORD PA 16701-2019","41 MAIN ST APT 206, BRADFORD PA 16701-2019",,,Mckean County,Bradford,"Jun 28,2021","Dec 31,2026"
107233,GA47657,Grain Alcohol,Active,MATTHEW AURAND,RESIDENCE,"20 CLARKS LN, LEWISTOWN PA 17044","20 CLARKS LN, LEWISTOWN PA 17044",,,Mifflin County,Granville Twp,"Jul 15,2021","Dec 31,2026"
86219,GA34100,Grain Alcohol,Active,EVAN D FRYE,EVAN FRYE,"119 S. SWARTLEY ST, NORTH WALES PA 19454","119 S. SWARTLEY ST, NORTH WALES PA 19454",,,Montgomery County,North Wales,"May 5,2017",
87891,GA35241,Grain Alcohol,Active,ILANA RINGLER,ILANA RINGLER,"5514 BARTLETT ST, PITTSBURGH PA 15217","5514 BARTLETT ST, PITTSBURGH PA 15217",,,Allegheny County,Pittsburgh,"Aug 8,2017",
87958,GA35276,Grain Alcohol,Active,DAVID LAMBON,DAVID LAMBON,"1985 BERKLEY RD, NORRISTOWN PA 19403","1985 BERKLEY RD, NORRISTOWN PA 19403",,,Montgomery County,West Norriton Twp,"Aug 10,2017",
99590,GA42936,Grain Alcohol,Active,JOSEPH  MARTIN  CORLL,JOSEPH CORLL,"1213 STATE AVE APT 4, CORAOPOLIS PA 15108","1213 STATE AVE APT 4, CORAOPOLIS PA 15108",,,Allegheny County,Coraopolis,"Aug 8,2019",
101113,GA44039,Grain Alcohol,Active,JONATHAN R MOSER,JONATHAN R MOSER,"340 W 22ND ST, ERIE PA 16502","340 W 22ND ST, ERIE PA 16502",,,Erie County,Erie,"Nov 13,2019",
109075,GA48809,Grain Alcohol,Active,BRIAN P COOK,HOME,"404 GREEN ST, MUNHALL PA 15120-3032","404 GREEN ST, MUNHALL PA 15120-3032",,,Allegheny County,Bridgeville,"Oct 27,2021","Dec 31,2026"
109191,GA48874,Grain Alcohol,Active,CHRISTOPHER DAYTON,CHRISTOPHER DAYTON,"364B BRADEN RUN RD, WAYNESBURG PA 15370","364B BRADEN RUN RD, WAYNESBURG PA 15370",,,Greene County,Franklin Twp,"Nov 8,2021","Dec 31,2026"
126210,GA57935,Grain Alcohol,Active,MICHELLE L PHILLIPS,HOME,"28 CLEARVIEW AVE, CHALFONT PA 18914-2410","28 CLEARVIEW AVE, CHALFONT PA 18914-2410",,,Bucks County,New Britain Twp,"Jun 12,2024","Dec 31,2029"
110755,GA49827,Grain Alcohol,Active,ANDREW STEPHEN MARINOCK,ANDREW STEPHEN MARINOCK,"133 TOP ST, SUGARLOAF PA 18249","133 TOP ST, SUGARLOAF PA 18249",,,Luzerne County,Black Creek Twp,"Mar 28,2022","Dec 31,2027"
109735,GA49199,Grain Alcohol,Active,MITCHELL WILLIS,MITCHELL WILLIS,"5802 CLINTON ST, ERIE PA 16509","5802 CLINTON ST, ERIE PA 16509",,,Erie County,Millcreek Twp,"Jan 12,2022","Dec 31,2027"
90721,GA36706,Grain Alcohol,Active,MARYLOU RICHTER,MARYLOU RICHTER,"2510 HOLLYWOOD DR, PITTSBURGH PA 15235","2510 HOLLYWOOD DR, PITTSBURGH PA 15235",,,Allegheny County,Churchill,"Jan 23,2018",
109533,GA49071,Grain Alcohol,Active,JEREMY VIEHLAND,JEREMY VIEHLAND,"1000 DIANE LANE, CHESWICK PA 15024","1000 DIANE LANE, CHESWICK PA 15024",,,Allegheny County,Indiana Twp,"Dec 15,2021","Dec 31,2025"
115186,GA52505,Grain Alcohol,Active,JOSEPH WALSER,HOME,"30 42ND ST, DALLAS PA 18612-2914","30 42ND ST, DALLAS PA 18612-2914",,,Luzerne County,Lehman Twp,"Dec 29,2022","Dec 31,2027"
102529,GA45096,Grain Alcohol,Active,KEVIN KELLEHER,KEVIN KELLEHER,"506 AUNGST LANE, HOLLIDAYSBURG PA 16648","506 AUNGST LANE, HOLLIDAYSBURG PA 16648",,,Blair County,Frankstown Twp,"Jun 24,2020","Dec 31,2025"
91492,GA37082,Grain Alcohol,Active,MARILYN HOGG,MARILYN HOGG,"923 MAPLE HILL DR, ERIE PA 16509","923 MAPLE HILL DR, ERIE PA 16509",,,Erie County,Summit Twp,"Feb 28,2018",
91481,GA37075,Grain Alcohol,Active,MATTHEW SCARCELLA,MATTHEW SCARCELLA,"694 HARVEY ST, WEST HAZLETON PA 18202","694 HARVEY ST, WEST HAZLETON PA 18202",,,Luzerne County,West Hazleton,"Feb 28,2018",
112998,GA51264,Grain Alcohol,Active,SAM V NAPOLEON,HOME,"401 1ST ST, OAKDALE PA 15071","401 1ST ST, OAKDALE PA 15071",,,Allegheny County,Oakdale,"Aug 4,2022","Dec 31,2027"
81160,GA30444,Grain Alcohol,Active,THOMAS W SLOSS,THOMAS SLOSS,"255 PACIFIC ST, FRANKLIN PA 16323","255 PACIFIC ST, FRANKLIN PA 16323",,,Venango County,Franklin,"Jun 22,2016",
94362,GA39277,Grain Alcohol,Active,MICHAEL J LEE III,MICHAEL J LEE III,"4410 HILLDALE RD, READING PA 19606","4410 HILLDALE RD, READING PA 19606",,,Berks County,Exeter Twp,"Aug 22,2018",
94374,GA39295,Grain Alcohol,Active,DAVID J MORGAN,DAVID J MORGAN,"405 NORTHERN PIKE, PITTSBURGH PA 15235","405 NORTHERN PIKE, PITTSBURGH PA 15235",,,Allegheny County,Wilkins Twp,"Aug 24,2018",
98173,GA41918,Grain Alcohol,Active,CRAIG ALLEN,CRAIG ALLEN,"480 YALICK RD, DALLAS PA 18612","480 YALICK RD, DALLAS PA 18612",,,Luzerne County,Dallas Twp,"May 22,2019",
98287,GA41934,Grain Alcohol,Active,JESSE CRONCE,JESSE CRONCE,"225 PENHURST DR, PITTSBURGH PA 15235","225 PENHURST DR, PITTSBURGH PA 15235",,,Allegheny County,Wilkins Twp,"May 22,2019",
116681,GA53491,Grain Alcohol,Active,SHANE HALLORAN,SHANE HALLORAN,"2103 MARIETTA AVE UNIT H, LANCASTER PA 17603","2103 MARIETTA AVE UNIT H, LANCASTER PA 17603",,,Lancaster County,East Hempfield Twp,"Apr 17,2023","Dec 31,2028"
104851,GA46281,Grain Alcohol,Active,JASON BROBECK,JASON BROBECK,"1557 EDGEWOOD RD, BEAVER FALLS PA 15010","1557 EDGEWOOD RD, BEAVER FALLS PA 15010",,,Beaver County,Beaver Falls,"Jan 5,2021","Dec 31,2025"
104858,GA46323,Grain Alcohol,Active,GINETTE H BEETEM,GINETTE H BEETEM,"611 N HANOVER ST, POTTSTOWN PA 19464","611 N HANOVER ST, POTTSTOWN PA 19464",,,Montgomery County,Pottstown,"Jan 14,2021","Dec 31,2026"
84947,GA33366,Grain Alcohol,Active,DIANA MAE YOUNG,DIANA MAE YOUNG,"954 MORRIS RUN RD, BLOSSBURG PA 16912","954 MORRIS RUN RD, BLOSSBURG PA 16912",,,Tioga County,Hamilton Twp,"Mar 8,2017",
85043,GA33368,Grain Alcohol,Active,TONYA MARBURGER,TONYA MARBURGER,"1644 OLD PHILADELPHIA PIKE, LANCASTER PA 17602","1644 OLD PHILADELPHIA PIKE, LANCASTER PA 17602",,,Lancaster County,East Lampeter Twp,"Mar 8,2017",
84505,GA33090,Grain Alcohol,Active,TREVOR J MAGEE,TREVOR J MAGEE,"1999 GREGORY DR, MONROEVILLE PA 15146-3923","1999 GREGORY DR, MONROEVILLE PA 15146-3923",TREVOR J MAGEE,,Allegheny County,Monroeville,"Feb 9,2017",
97474,GA41247,Grain Alcohol,Active,JOANNE MAHAN,JOANNE MAHAN,"2647 VALLEY RD, EAST PETERSBURG PA 17520","2647 VALLEY RD, EAST PETERSBURG PA 17520",,,Lancaster County,East Petersburg,"Apr 2,2019",
129675,GA60053,Grain Alcohol,Active,CHIVALRY N BUTLER,CHIVALRY N BUTLER,"4400 FAIRWAY DR, EASTON PA 18045","4400 FAIRWAY DR, EASTON PA 18045",,,Northampton County,Easton,"Jan 24,2025","Dec 31,2030"
85146,GA33328,Grain Alcohol,Active,ADRIENNE BOULLIANNE,ADRIENNE BOULLIANNE,"1407 WEST VIEW DR, LANCASTER PA 17603","1407 WEST VIEW DR, LANCASTER PA 17603",,,Lancaster County,Lancaster Twp,"Mar 6,2017",
96865,GA40926,Grain Alcohol,Active,CARRIE FOX,MORNING GLORY TEAHOUSE,"30 ASPEN DR, LEWISTOWN PA 17044","30 ASPEN DR, LEWISTOWN PA 17044",,,Mifflin County,Granville Twp,"Mar 5,2019",
97225,GA41224,Grain Alcohol,Active,MICHAEL FERENCE,MICHAEL FERENCE,"4002 MORNINGSTAR LANE #202, CANONSBURG PA 15317","4002 MORNINGSTAR LANE #202, CANONSBURG PA 15317",,,Washington County,CANONSBURG,"Apr 1,2019",
59570,GCC51,Privately Owned Private Golf Club Catering Club,Active,LEDGEROCK GOLF CLUB INC,LEDGEROCK GOLF CLUB INC,"1 GREENBRIAR DR, MOHNTON PA 19540-9307","1 GREENBRIAR DR, MOHNTON PA 19540-9307",,TYLER C HENRY,Berks County,Cumru Twp,"Feb 25,2025","Mar 31,2026"
115292,GP53615,Brewery Pub,Active,IRON PINT BREWING LLC,WILD BREWING COMPANY,"601 7TH AVE, ALTOONA PA 16602-2641","601 7TH AVE, ALTOONA PA 16602-2641",610 7TH STREET LLC,AARON D JAMES,Blair County,Altoona,"Jun 6,2025","Dec 31,2025"
73122,GP392,Brewery Pub,Active,VOODOO BREWING CO INC,VOODOO BREWING CO INC,"215 1/2 ARCH ST, MEADVILLE PA 16335-3432","215 1/2 ARCH ST, MEADVILLE PA 16335-3432",,MATTHEW D RACHOCKI,Crawford County,Meadville,"Nov 5,2024","Dec 31,2025"
64993,GR23,Municipal Golf Course (Liquor),Active,MT ODIN FOOD & BEVERAGE LLC,MT ODIN FOOD & BEVERAGE,"1 TOLLGATE HILL, GREENSBURG PA 15601","1 TOLLGATE HILL, GREENSBURG PA 15601",,ADAM R OVERLY,Westmoreland County,GREENSBURG,"Apr 12,2024","Jun 30,2025"
119540,GS55768,Brewery Storage,Active,MUDDY PAWS BREWERY INC,MUDDY PAWS BREWERY,"528 GINTER MORANN HWY, SMITHMILL PA 16680-9708","528 GINTER MORANN HWY, SMITHMILL PA 16680-9708",FRAILEYS GREENHOUSE & GARDEN CENTER LLC,DAKOTA A FRAILEY,Clearfield County,Gulich Twp,"Dec 5,2024","Dec 31,2025"
130260,GS61085,Brewery Storage,Active,BROKER BREWING COMPANY,THE BARREL BY BROTHERS KERSHNER,"122 PENNSYLVANIA AVE, AVONDALE PA 19311-1139","122 PENNSYLVANIA AVE, AVONDALE PA 19311-1139",BASCIANI PROPERTIES AVONDALE LP,KEVIN M KERSHNER,Chester County,Avondale Boro,"Jun 3,2025","Dec 31,2025"
117879,GS55437,Brewery Storage,Active,CONSHOHOCKEN BREWING COMPANY LLC,CONSHOHOCKEN BREWING COMPANY LLC,"98 N COUNTY LINE RD, SOUDERTON PA 18964","98 N COUNTY LINE RD, SOUDERTON PA 18964",JLBBQ PROPERTIES LLC,JESSE M  SIGMANS,Montgomery County,Souderton,"Oct 16,2024","Dec 31,2025"
63196,GS360,Brewery Storage,Active,LANCASTER BREWING COMPANY,LANCASTER BREWING COMPANY,"2323 LINCOLN HWY E, LANCASTER PA 17602-1113","302 – 304 N PLUM, LANCASTER PA 17602-2402",NONDAS SKIADAS & HARRY KEARES,RYAN M KLAUS,Lancaster County,Lancaster,"Jan 10,2025","Dec 31,2025"
99284,GS43608,Brewery Storage,Active,C & D BREWING VENTURES INC,OTTO'S PUB AND BREWERY,"106 E BISHOP ST, BELLEFONTE PA 16823-1940","2235 N ATHERTON ST, STATE COLLEGE PA 16803-1529",TIMOTHY GLUNT,RUTH A SAMPSEL,Centre County,Bellefonte,"Oct 25,2024","Dec 31,2025"
104184,GS46031,Brewery Storage,Active,LAVERY BREWING COMPANY LLC,LAVERY WAREHOUSE,"135 W 11TH ST, ERIE PA 16501","128 W 12TH ST, ERIE PA 16501-1750",Daniel & Naomi Stutzman,,Erie County,Erie,"Oct 8,2024","Dec 31,2025"
115638,GS53051,Brewery Storage,Active,TIRED HANDS BREWING COMPANY,TIRED HANDS BREWING COMPANY,"201 STATE ST, KENNETT SQUARE PA 19348","201 STATE ST, KENNETT SQUARE PA 19348","201-203 EAST STATE STREET, LLC",KYLE S MARKIEWICZ,Chester County,West Vincent Twp,"Mar 11,2025","Dec 31,2025"
85255,GS34378,Brewery Storage,Active,DESPERATE TIMES BREWERY LLC,DESPERATE TIMES BREWERY LLC,"1000 BRYN MAWR RD, CARLISLE PA 17013-1588","1201 CARLISLE SPRINGS RD, CARLISLE PA 17013-1554",,MATTHEW J DUNN,Cumberland County,Carlisle,"Apr 23,2025","Dec 31,2025"
86275,GS36155,Brewery Storage,Active,CONSHOHOCKEN BREWING COMPANY LLC,CONSHOHOCKEN BREWING COMPANY LLC,"228-230 BRIDGE ST, PHOENIXVILLE PA 19460-3498","3 DEKALB ST, BRIDGEPORT PA 19405-1074",,BENJAMIN LOPEZ,Chester County,Phoenixville,"Nov 14,2024","Dec 31,2025"
118276,GS55676,Brewery Storage,Active,SPRING HOUSE BREWING CO,THE COFFIN BAR,"28-30 W LEMON ST, LANCASTER PA 17603","209 HAZEL ST, LANCASTER PA 17603-5629",,GENEVIEVE GLADFELTER-JONES,Lancaster County,Lancaster,"May 23,2025","Dec 31,2025"
128377,GS60344,Brewery Storage,Active,TOUCHSTONE BREWERY LLC,LYDIAN STONE AT GREER'S BURGER GARAGE,"108 E CHESTNUT ST, HANOVER PA 17331-2246","685 YORK HAVEN RD, YORK HAVEN PA 17370-9006",ILYES HOLDINGS 4 LLC,KEITH W STEVENSON,York County,Hanover,"May 12,2025","Dec 31,2025"
121025,GS57081,Brewery Storage,Active,HIDDEN KEY BREWING COMPANY,TRIGGER'S TABLE & TAPROOM,"118 WALNUT ST, WAYNESBORO PA 17268-1669","139 MOONLIGHT DR, GREENCASTLE PA 17225-1058",ANGELA D AND THOMAS M TOUHEY,ROBERT R TRIGGER II,Franklin County,Waynesboro,"Sep 26,2024","Dec 31,2025"
115378,GS53493,Brewery Storage,Active,PILGER RUH BREWING LLC,PILGER RUH BREWING TAPROOM & BEER GARDEN,"110 CHAMBERSBURG ST REAR, GETTYSBURG PA 17325-1112","10 RIDGE VISTA DR, PINE GROVE PA 17963",JACOB & TORI SCHINDEL,ANTHONY L DEPPEN,Adams County,Gettysburg Borough,"Nov 4,2024","Dec 31,2025"
114543,GS52444,Brewery Storage,Active,COVERED BRIDGES BREWHAUS LLC,COVERED BRIDGES BREWHAUS LLC,"506 N 8TH ST, SHAMOKIN PA 17872","506 N 8TH ST, SHAMOKIN PA 17872","LAMPLIGHT LEASING, LLC",CYNTHIA L POPEWCZAK,Northumberland County,Shamokin Twp,"Nov 14,2024","Dec 31,2025"
116738,GS54172,Brewery Storage,Active,AKA OF WELLSBORO LLC,WELLSBORO HOUSE BREWERY,"35 CHARLESTON ST, WELLSBORO PA 16901-1726","34 CHARLESTON ST, WELLSBORO PA 16901-1731","BACK STREET DREAMS, INC.",,Tioga County,Wellsboro,"Oct 21,2024","Dec 31,2025"
115152,H47838,Hotel (Liquor),Safekeeping,CHIC HOSPITALITY GROUP LLC,BRANDYWINE RIVER HOTEL,"1609 BALTIMORE PK BLDG #300, CHADDS FORD PA 19317-7395","1609 BALTIMORE PK BLDG #300, CHADDS FORD PA 19317-7395",303-305 W MAIN STREET LLC,CELSO S LEITE,Delaware County,Chadds Ford Twp,"Nov 1,2024","Nov 30,2025"
90077,H2132,Hotel (Liquor),Safekeeping,BIRCH STREET INN LLC,BIRCH STREET INN,"201 BIRCH ST, KENNETT SQUARE PA 19348-3606","201 BIRCH ST, KENNETT SQUARE PA 19348-3606",,JESSICA S ZUBROD,Chester County,Kennett Square,"Feb 27,2025","Mar 31,2026"
35614,H1396,Hotel (Liquor),Safekeeping,"BABILYA ENTERPRISES, INC.","BABILYA ENTERPRISES, INC.","112 STATION ST, YUKON PA 15698","PO BOX 225, YUKON PA 15698-9225",,JANET M COOK,Westmoreland County,SOUTH HUNTINGDON TWP,"Aug 29,2024","Jun 30,2025"
84301,H34782,Hotel (Liquor),Safekeeping,HAMISTER HOSPITALITY CRANBERRY II LP,CLARION INN,"20003 ROUTE 19, CRANBERRY TOWNSHIP PA 16066","20003 ROUTE 19, CRANBERRY TOWNSHIP PA 16066",HAMISTER HOSPITALITY CRANBERRY II LP,JENNIFER A CHRISTIE,Butler County,Cranberry Twp,"Mar 25,2025","Jun 30,2025"
111974,H51259,Hotel (Liquor),Safekeeping,MOONSHADOW INN AND RESORT INC,MOONSHADOW INN & RESORT,"87 MILANVILLE RD, BEACH LAKE PA 18405","87 MILANVILLE RD, BEACH LAKE PA 18405",PHIL64 LLC,PHILIP L LATHER,Wayne County,Berlin Twp,"May 21,2025","Sep 30,2025"
80908,H30845,Hotel (Liquor),Safekeeping,TITAN HOSPITALITY INC,CHOICE HOTEL,"827 FINLEY RD, BELLE VERNON PA 15012","827 FINLEY RD, BELLE VERNON PA 15012",TITAN HOSPITALITY INC,ARPITA BHANDARI,Westmoreland County,ROSTRAVER TWP,"Jul 25,2024","Jun 30,2025"
125934,H2305,Hotel (Liquor),Safekeeping,GALVANIZE HOSPITALITY LLC,GALVANIZE HOSPITALITY LLC,"RT 115 BOX 192, BLAKESLEE PA 18610-0192","RT 115 BOX 192, BLAKESLEE PA 18610-0192",GLVNZ 6315 Partners LP,HEATHER M SCHWARTZ,Monroe County,Tobyhanna Twp,"Nov 1,2024","Sep 30,2025"
125340,H3763,Hotel (Liquor),Safekeeping,TARYN MARIE TAYLOR,GALLERY RESTAURANT,"156-158 MILL CREEK AVE, POTTSVILLE PA 17901-8671","156-158 MILL CREEK AVE, POTTSVILLE PA 17901-8671",TARYN M TAYLOR & ELIZABETH KLEEMAN,TARYN M TAYLOR,Schuylkill County,Norwegian Twp,"Feb 4,2025","Mar 31,2026"
68081,H5990,Hotel (Liquor),Active,DJONT/JPM HOSP LEASING (SPE) LLC,COURTYARD BY MARRIOTT,"100 LYTTON AVE, PITTSBURGH PA 15213-1444","100 LYTTON AVE, PITTSBURGH PA 15213-1444",,COLEMAN P HUGHES,Allegheny County,Pittsburgh,"Apr 2,2025","May 31,2026"
129175,H60706,Hotel (Liquor),Active,KOP9 LLC,HYATT PLACE PHILADELPHIA / KING OF PRUSSIA,"440 AMERICAN AVE, KING OF PRUSSIA PA 19406-1471","1630 SPILLMAN DR, STE 900 , BETHLEHEM PA 18015",KOP9 LLC,ANIL BHAVNANI,Montgomery County,Upper Merion Twp,"Apr 16,2025","Apr 30,2026"
121322,H3633,Hotel (Liquor),Active,THREE POINT INN BAR & GRILL LLC,THREE POINT INN BAR & GRILL,"9839 STATE RTE 155, AUSTIN PA 16720-8916","9839 STATE RTE 155, AUSTIN PA 16720-8916",THREE POINT INN BAR & GRILL LLC,REX A NICHOLS,Potter County,Keating Twp,"Sep 4,2024","Sep 30,2025"
104720,H46623,Hotel (Liquor),Active,INTERCHANGE DEVELOPMENT COMPANY INC,COUNTRY INN & SUITES BY RADISSON,"1619 INTERCHANGE RD, LEHIGHTON PA 18235","1619 INTERCHANGE RD, LEHIGHTON PA 18235",FREDDIE J LESHER,ROSEANN LESHER,Carbon County,Franklin Twp,"Aug 5,2024","Aug 31,2025"
120852,H58595,Hotel (Liquor),Active,CRANBERRY LODGING LLC,HAMPTON INN & SUITES CRANBERRY PITTSBURGH,"10015 PENDLETON WAY, CRANBERRY TOWNSHIP PA 16066-6900","10015 PENDLETON WAY, CRANBERRY TOWNSHIP PA 16066-6900",CRANBERRY LODGING LLC,MAYELA GARCIA,Butler County,Cranberry Twp,"Jan 17,2025","Jun 30,2025"
128269,H6512,Hotel (Liquor),Active,HERSHA HOSPITALITY MANAGEMENT LP,COURTYARD BY MARRIOTT -GLENMAURA,"16 GLENMAURA NATIONAL BLVD, MOOSIC PA 18507-2126","16 GLENMAURA NATIONAL BLVD, MOOSIC PA 18507-2126",VIII-HII-Glenmaura Nat Blvd LLC,KRISTY K WHITLOCK,Lackawanna County,Moosic,"May 1,2025","Sep 30,2025"
102403,H3410,Hotel (Liquor),Active,MCNAMEE ENTERPRISES LLC,THE FOREST INN,"6346 ST RTE 14, TROUT RUN PA 17771","6346 ST RTE 14, TROUT RUN PA 17771",SCHMACK ENTERPRISES LLC,KARYN E FORNEY,Lycoming County,Lewis Twp,"Mar 7,2025","Aug 31,2025"
112681,H1685,Hotel (Liquor),Active,294 N GRANT AVE LLC,HOT SPOT HOTEL & LOUNGE,"294-298 N GRANT AVE, KITTANNING PA 16201-1434","294-298 N GRANT AVE, KITTANNING PA 16201-1434",BLUE DOOR RENTALS 2 LLC,CRYSTAL  L JOHNS,Armstrong County,Kittanning,"Jun 20,2024","Jun 30,2025"
87384,H38142,Hotel (Liquor),Active,ONE PA BETHLEHEM HW MANAGEMENT LLC,HOMEWOOD SUITE ALLENTOWN BETHLEHEM AIRPORT,"2031 AVENUE C, BETHLEHEM PA 18017-2117","2031 AVENUE C, BETHLEHEM PA 18017-2117",,SHANNON L SOSTACK,Lehigh County,Bethlehem,"Apr 7,2025","Apr 30,2026"
108631,H50204,Hotel (Liquor),Active,CROWN SOUTH-HILLS OWNER LLC,CROWN PLAZA HOTEL & SUITES PITTSBURGH SOUTH,"164 FORT COUCH RD BETHEL PARK, PITTSBURGH PA 15241-1032","164 FORT COUCH RD BETHEL PARK, PITTSBURGH PA 15241-1032",CROWN SOUTH-HILLS OWNER LLC,ERIC MICHAEL SATINA,Allegheny County,Bethel Park,"Mar 20,2025","May 31,2026"
44242,H5435,Hotel (Liquor),Active,"JOSEPH AMBLER INN, INC.",JOSEPH AMBLER INN,"1005 HORSHAM RD, NORTH WALES PA 19454","1005 HORSHAM RD, NORTH WALES PA 19454",,RICHARD ALLMAN,Montgomery County,Montgomery Twp,"Feb 5,2025","Apr 30,2026"
7559,H5161,Hotel (Liquor),Active,"MALVERN RESTAURANT ASSOCIATES, INC.",HISTORIC GENERAL WARREN INNE,"9 VILLAGE WAY, MALVERN PA 19355-2114","9 VILLAGE WAY, MALVERN PA 19355-2114",,PATRICK J BYRNE,Chester County,East Whiteland Twp,"Jan 27,2025","Mar 31,2026"
67851,H3969,Hotel (Liquor),Active,BEAUMONT INN 33 LLC,BEAUMONT INN,"4437 STATE RTE 309 HWY, DALLAS PA 18612-1234","4437 STATE RTE 309 HWY, DALLAS PA 18612-1234",,ASHLEY B DROUSE,Luzerne County,Dallas Twp,"Jun 20,2024","Aug 31,2025"
7417,H4906,Hotel (Liquor),Active,CAROL LYNN,LYNN'S HOTEL,"2642 RTE 115, EFFORT PA 18330","2642 RTE 115, EFFORT PA 18330",,CAROL A LYNN,Monroe County,Chestnuthill Twp,"Jun 17,2024","Sep 30,2025"
72439,H5818,Hotel (Liquor),Active,SAGE CLIENT 258 LLC,THE LOGAN,"ONE LOGAN SQ, PHILADELPHIA PA 19103-6933","ONE LOGAN SQ, PHILADELPHIA PA 19103-6933",,ALEXANDRA LARA  BLAIR,Philadelphia County,Philadelphia City,"Oct 21,2024","Oct 31,2025"
34175,H3533,Hotel (Liquor),Active,BELFAST CORP.,BELFAST CORP.,"5784 SULLIVAN TRAIL, NAZARETH PA 18064-9294","5784 SULLIVAN TRAIL, NAZARETH PA 18064-9294",ANGELO F BORZIO JR,DOMINIQUE L KRESGE,Northampton County,Plainfield Twp,"May 20,2025","Apr 30,2026"
121051,H5499,Hotel (Liquor),Active,"GLASBERN HOSPITALITY, LLC","GLASBERN HOSPITALITY, LLC","2141 PACKHOUSE RD, FOGELSVILLE PA 18051-9743","3150 COFFEETOWN RD, OREFIELD PA 18069-2511",GLASBERN REAL ESTATE LLC,GARY E LEVINE,Lehigh County,Weisenberg Twp,"Feb 25,2025","Apr 30,2026"
70343,H6435,Hotel (Liquor),Active,HHCP MANAGEMENT LLC,CROWNE PLAZA HARRISBURG,"23 S 2ND ST, HARRISBURG PA 17101-2004","23 S 2ND ST, HARRISBURG PA 17101-2004",,JOHN NUCIGLIO,Dauphin County,Harrisburg,"Jan 13,2025","Feb 28,2026"
124496,H3871,Hotel (Liquor),Active,RITA'S OASIS HOTEL LLC,OASIS HOTEL,"2029 STATE RTE 981, NEW ALEXANDRIA PA 15670-2591","2029 STATE RTE 981, NEW ALEXANDRIA PA 15670-2591",RITA V EDGE,RITA COLE,Westmoreland County,DERRY TWP,"Dec 30,2024","Jun 30,2025"
62913,H6207,Hotel (Liquor),Active,CORK FACTORY HOTEL LLC,CORK FACTORY HOTEL LLC,"480 NEW HOLLAND AVE STE 3000, LANCASTER PA 17602-2291","480 NEW HOLLAND AVE STE 3000, LANCASTER PA 17602-2291",,TAMMY WANNER,Lancaster County,Lancaster,"Jan 9,2025","Feb 28,2026"
126523,H58801,Hotel (Liquor),Active,U.D.H. MANAGEMENT CORP,HAMPTON INN HARRISBURG-EAST,"4230 UNION DEPOSIT RD, HARRISBURG PA 17111-2801","4230 UNION DEPOSIT RD, HARRISBURG PA 17111-2801",UD INNS LP & PAUL L. MAHONEY REVOCABLE TRUST,DONNA M PAUL,Dauphin County,Lower Paxton Twp,"Nov 27,2024","Feb 28,2026"
56299,H4560,Hotel (Liquor),Active,QUEHANNA MOTOR LODGE INC,QUEHANNA MOTOR LODGE INC,"818 QUEHANNA HWY, KARTHAUS PA 16845-9008","818 QUEHANNA HWY, KARTHAUS PA 16845-9008",BOYER FERRINGER LLC,CHRISTOPHER E BOYER SR,Clearfield County,Karthaus Twp,"Nov 5,2024","Jan 31,2026"
90353,H37602,Hotel (Liquor),Active,KULDEEP ADHIKARI JOINT VENTURE,LANCASTER AMISH COUNTRY TRAVELODGE,"2101 COLUMBIA AVE, LANCASTER PA 17603-4332","2101 COLUMBIA AVE, LANCASTER PA 17603-4332",KULDEEP CORPORATION,PRAKASH GURUNG,Lancaster County,East Hempfield Twp,"Mar 3,2025","Feb 28,2026"
51744,H4794,Hotel (Liquor),Active,"HAZLETON FIRST, INC.",RED CARPET INN & SUITES,"1221 N CHURCH ST, HAZLETON PA 18202-9683","1221 N CHURCH ST, HAZLETON PA 18202-9683",,JOSE A FETTEROLF,Luzerne County,Hazle Twp,"Sep 3,2024","Aug 31,2025"
